movieid|Title|Year|Rated|Released|Runtime|Director|Writer|Actors|Poster|imdbRating|imdbVotes|imdbID|Action|Adventure|Animation|Biography|Comedy|Crime|Documentary|Drama|Family|Fantasy|History|Horror|Mystery|Romance|Sci-Fi|Thriller|War|Western
133|Groundhog Day|1993|PG|34012|1 h 41 min|Harold Ramis|Danny Rubin, Harold Ramis|Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky|http://ia.media-imdb.com/images/M/MV5BMjA3MjQ4NTAxNF5BMl5BanBnXkFtZTcwMjA3Njk3OA@@._V1_SX300.jpg|8.1|260619|tt0107048|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|0|0|0
134|Gung Ho|1986|PG-13|31485|1 h 51 min|Ron Howard|Edwin Blum, Lowell Ganz|Michael Keaton, Gedde Watanabe, George Wendt, Mimi Rogers|http://ia.media-imdb.com/images/M/MV5BMTQ2OTg4Mzg0OF5BMl5BanBnXkFtZTcwOTAzMDQyMQ@@._V1_SX300.jpg|5.9|6771|tt0091159|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
135|Gunless|2010|PG|40298|1 h 29 min|William Phillips|William Phillips|Paul Gross, Sienna Guillory, Dustin Milligan, Melody B. Choi|http://ia.media-imdb.com/images/M/MV5BMjA4MjQzMzQzNV5BMl5BanBnXkFtZTcwOTg5NDQwNA@@._V1_SX300.jpg|6.3|2307|tt1376195|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1
136|Hannibal|2001|R|36931|2 h 11 min|Ridley Scott|Thomas Harris, David Mamet|Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta|http://ia.media-imdb.com/images/M/MV5BMjEwODUxNzUzMl5BMl5BanBnXkFtZTYwODg3MzM5._V1_SX300.jpg|6.6|143445|tt0212985|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
137|Happily N'Ever After 2|2009|PG|40088|1 h 15 min|Steven E. Gordon, Boyd Kirkland|Chris Denk|G.K. Bowes, Kelly Brewster, Doug Erholtz, Jennie Fahn|http://ia.media-imdb.com/images/M/MV5BMjE2MTcwMjUxMF5BMl5BanBnXkFtZTcwMTA5MzI0Mg@@._V1_SX300.jpg|3.8|808|tt1235837|0|1|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
138|Happy Feet|2006|PG|39038|1 h 48 min|George Miller, Warren Coleman|George Miller, Warren Coleman|Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams|http://ia.media-imdb.com/images/M/MV5BMTQyNTkxMjUwMV5BMl5BanBnXkFtZTcwMDQ2NTU0MQ@@._V1_SX300.jpg|6.5|85358|tt0366548|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
139|Harry Potter and the Goblet of Fire|2005|PG-13|38674|2 h 37 min|Mike Newell|Steve Kloves, J.K. Rowling|Daniel Radcliffe, Emma Watson, Rupert Grint, Eric Sykes|http://ia.media-imdb.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SX300.jpg|7.5|238875|tt0330373|0|1|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0
140|Harry Potter and the Sorcerer's Stone|2001|TV-PG|37211|2 h 32 min|Chris Columbus|J.K. Rowling, Steve Kloves|Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith|http://ia.media-imdb.com/images/M/MV5BMTYwNTM5NDkzNV5BMl5BanBnXkFtZTYwODQ4MzY5._V1_SX300.jpg|7.3|273961|tt0241527|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
141|Haywire|2011|R|40928|1 h 33 min|Steven Soderbergh|Lem Dobbs|Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano|http://ia.media-imdb.com/images/M/MV5BMjI2MjIxOTUwN15BMl5BanBnXkFtZTcwNDM5NjcxNw@@._V1_SX300.jpg|5.9|52866|tt1506999|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
142|Heaven & Earth|1993|R|34328|2 h 20 min|Oliver Stone|Le Ly Hayslip, Jay Wurts|Hiep Thi Le, Tommy Lee Jones, Haing S. Ngor, Bussaro Sanruck|http://ia.media-imdb.com/images/M/MV5BMTMyMTMyMTY3Ml5BMl5BanBnXkFtZTcwMTMyMzMzMQ@@._V1_SX300.jpg|6.7|7818|tt0107096|1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
143|Hereafter|2010|PG-13|40473|2 h 9 min|Clint Eastwood|Peter Morgan|Matt Damon, Cécile De France, Bryce Dallas Howard, Thierry Neuvic|http://ia.media-imdb.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX300.jpg|6.5|61290|tt1212419|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
144|Hidalgo|2004|PG-13|38051|2 h 16 min|Joe Johnston|John Fusco|Viggo Mortensen, Omar Sharif, Zuleikha Robinson, Louise Lombard|http://ia.media-imdb.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_SX300.jpg|6.6|50084|tt0317648|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
145|Hide and Seek|2005|R|38380|1 h 41 min|John Polson|Ari Schlossberg|Robert De Niro, Dakota Fanning, Famke Janssen, Elisabeth Shue|http://ia.media-imdb.com/images/M/MV5BMjA1MDkxNDY4OV5BMl5BanBnXkFtZTYwMzE4ODc3._V1_SX300.jpg|5.7|52724|tt0382077|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0
146|Highlander: The Source|2007|R|39313|1 h 26 min|Brett Leonard|Stephen Kelvin Watkins, Mark Bradley|Adrian Paul, Thekla Reuten, Cristian Solimeno, Peter Wingfield|http://ia.media-imdb.com/images/M/MV5BMTk1OTE1Mzc4Ml5BMl5BanBnXkFtZTcwMDMyNDYwNQ@@._V1_SX300.jpg|3.1|5986|tt0299981|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
147|Hook|1991|PG|33583|2 h 24 min|Steven Spielberg|J.M. Barrie, J.M. Barrie|Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins|http://ia.media-imdb.com/images/M/MV5BMTUzMTUxNDE2Nl5BMl5BanBnXkFtZTcwNDUwNjcyMQ@@._V1_SX300.jpg|6.4|119556|tt0102057|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
148|Hotel Rwanda|2004|PG-13|38387|2 h 1 min|Terry George|Keir Pearson, Terry George|Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali|http://ia.media-imdb.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg|8.2|167662|tt0395169|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
149|How the Grinch Stole Christmas|2000|PG|36847|1 h 44 min|Ron Howard|Dr. Seuss, Jeffrey Price|Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski|http://ia.media-imdb.com/images/M/MV5BMTM2NzgzNTk2Nl5BMl5BanBnXkFtZTcwMjUxNjUyMQ@@._V1_SX300.jpg|5.8|85375|tt0170016|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
150|How to Train Your Dragon|2010|PG|40263|1 h 38 min|Dean DeBlois, Chris Sanders|William Davies, Dean DeBlois|Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson|http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg|8.2|221676|tt0892769|0|1|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0
151|Howl's Moving Castle|2004|PG|38520|1 h 59 min|Hayao Miyazaki|Hayao Miyazaki, Diana Wynne Jones|Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa|http://ia.media-imdb.com/images/M/MV5BMTE5NzEyNjc3NF5BMl5BanBnXkFtZTYwMzk4MDQ3._V1_SX300.jpg|8.1|110138|tt0347149|1|1|1|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0
152|Hugo|2011|PG|40870|2 h 6 min|Martin Scorsese|John Logan, Brian Selznick|Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley|http://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg|7.6|158335|tt0970179|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0
153|I Saw the Devil|2010|Not Rated|40402|2 h 21 min|Kim Jee-Woon|Hoon-jung Park|Byung-hun Lee, Min-sik Choi, In-seo Kim, San-ha Oh|http://ia.media-imdb.com/images/M/MV5BMTY1NjE1NTE0MV5BMl5BanBnXkFtZTcwOTYzNjUzNA@@._V1_SX300.jpg|7.8|38176|tt1588170|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
154|I, Robot|2004|PG-13|38184|1 h 55 min|Alex Proyas|Jeff Vintar, Akiva Goldsman|Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk|http://ia.media-imdb.com/images/M/MV5BMTQwNzI5NTQ0OF5BMl5BanBnXkFtZTYwMTI3Mjk2._V1_SX300.jpg|7|231415|tt0343818|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0
155|Ice Age: The Meltdown|2006|PG|38807|1 h 31 min|Carlos Saldanha|Peter Gaulke, Gerry Swallow|Ray Romano, John Leguizamo, Denis Leary, Seann William Scott|http://ia.media-imdb.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_SX300.jpg|6.8|112806|tt0438097|1|1|1|0|1|0|0|0|1|1|0|0|0|1|1|0|0|0
156|Identity Thief|2013|R|41313|1 h 51 min|Seth Gordon|Craig Mazin, Jerry Eeten|Jason Bateman, Melissa McCarthy, John Cho, Amanda Peet|http://ia.media-imdb.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg|5.6|26828|tt2024432|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
157|Idiots and Angels|2008|M18|39827|1 h 18 min|Bill Plympton|Bill Plympton|N/A|http://ia.media-imdb.com/images/M/MV5BMTMxNzQzODEzM15BMl5BanBnXkFtZTcwMTM5MTUxNA@@._V1_SX300.jpg|6.9|1506|tt1013607|0|0|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0
158|Igor|2008|PG|39710|1 h 27 min|Anthony Leondis|Chris McKenna, John Hoffman|John Cusack, Molly Shannon, Steve Buscemi, Myleene Klass|http://ia.media-imdb.com/images/M/MV5BNDYwNjM1ODkxOV5BMl5BanBnXkFtZTcwMTQyMzI5MQ@@._V1_SX300.jpg|6|14175|tt0465502|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
159|In the Electric Mist|2009|R|39918|1 h 42 min|Bertrand Tavernier|Jerzy Kromolowski, Mary Olson-Kromolowski|Tommy Lee Jones, John Goodman, Peter Sarsgaard, Mary Steenburgen|http://ia.media-imdb.com/images/M/MV5BMTU4MTEwMTI4MV5BMl5BanBnXkFtZTcwNDEyNzMzMg@@._V1_SX300.jpg|6.1|9216|tt0910905|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
160|In the Fog|2012|12|41228|2 h 7 min|Sergei Loznitsa|Vasili Bykov, Sergei Loznitsa|Vladimir Svirskiy, Vladislav Abashin, Sergei Kolesov, Nikita Peremotovs|http://ia.media-imdb.com/images/M/MV5BMTM3MjczMzAyNF5BMl5BanBnXkFtZTcwMTQwMTU1OQ@@._V1_SX300.jpg|6.7|583|tt2325741|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
161|Inception|2010|PG-13|40375|2 h 28 min|Christopher Nolan|Christopher Nolan|Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe|http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg|8.8|779255|tt1375666|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0
162|Indiana Jones and the Kingdom of the Crystal Skull|2008|PG-13|39590|2 h 2 min|Steven Spielberg|David Koepp, George Lucas|Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen|http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg|6.3|223247|tt0367882|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
163|Indiana Jones and the Last Crusade|1989|PG-13|32652|2 h 7 min|Steven Spielberg|Jeffrey Boam, George Lucas|Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott|http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1_SX300.jpg|8.3|309992|tt0097576|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
164|Inglourious Basterds|2009|R|40046|2 h 33 min|Quentin Tarantino|Quentin Tarantino|Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent|http://ia.media-imdb.com/images/M/MV5BMjIzMDI4MTUzOV5BMl5BanBnXkFtZTcwNDY3NjA3Mg@@._V1_SX300.jpg|8.3|465222|tt0361748|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
165|Inside Llewyn Davis|2013|R|41628|1 h 45 min|Ethan Coen, Joel Coen|Joel Coen, Ethan Coen|Oscar Isaac, Carey Mulligan, Justin Timberlake, John Goodman|http://ia.media-imdb.com/images/M/MV5BNzk3Njc2NDMzMl5BMl5BanBnXkFtZTcwMjA5MTk0OQ@@._V1_SX300.jpg|7|499|tt2042568|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
166|Inside Man|2006|R|38800|2 h 9 min|Spike Lee|Russell Gewirtz|Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer|http://ia.media-imdb.com/images/M/MV5BMTcxMDE4NTU4OF5BMl5BanBnXkFtZTcwMjg4NjQzMQ@@._V1_SX300.jpg|7.7|183148|tt0454848|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
167|Into the Wild|2007|R|39346|2 h 28 min|Sean Penn|Sean Penn, Jon Krakauer|Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden|http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg|8.2|236949|tt0758758|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
168|Intolerable Cruelty|2003|PG-13|37904|1 h 40 min|Joel Coen|Robert Ramsey, Matthew Stone|George Clooney, Catherine Zeta-Jones, Billy Bob Thornton, Geoffrey Rush|http://ia.media-imdb.com/images/M/MV5BMTU2OTc5Mjc0N15BMl5BanBnXkFtZTYwMDYyMjg3._V1_SX300.jpg|6.3|56030|tt0138524|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
169|Invictus|2009|PG-13|40158|2 h 14 min|Clint Eastwood|Anthony Peckham, John Carlin|Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng|http://ia.media-imdb.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg|7.3|80765|tt1057500|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0
170|Iron Man|2008|PG-13|39570|2 h 6 min|Jon Favreau|Mark Fergus, Hawk Ostby|Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges|http://ia.media-imdb.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg|7.9|391609|tt0371746|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
171|Iron Man 2|2010|PG-13|40305|2 h 4 min|Jon Favreau|Justin Theroux, Stan Lee|Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle|http://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg|7.1|275162|tt1228705|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
172|Iron Man 3|2013|PG-13|41397|2 h 10 min|Shane Black|Drew Pearce, Shane Black|Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle|http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_SX300.jpg|7.6|187059|tt1300854|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
173|J. Edgar|2011|R|40858|2 h 17 min|Clint Eastwood|Dustin Lance Black|Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Hamilton|http://ia.media-imdb.com/images/M/MV5BMTc0NDM4ODU2Nl5BMl5BanBnXkFtZTcwNzQ0NTg4Ng@@._V1_SX300.jpg|6.6|64165|tt1616195|0|0|0|1|0|1|0|1|0|0|1|0|0|0|0|0|0|0
174|Jaws|1975|PG|27565|2 h 10 min|Steven Spielberg|Peter Benchley, Carl Gottlieb|Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary|http://ia.media-imdb.com/images/M/MV5BOTUwMzY4NzI4Nl5BMl5BanBnXkFtZTcwMDgzNjk3OA@@._V1_SX300.jpg|8.2|245907|tt0073195|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
175|Jersey Girl|2004|PG-13|38072|1 h 42 min|Kevin Smith|Kevin Smith|Ben Affleck, Liv Tyler, Raquel Castro, Betty Aberlin|http://ia.media-imdb.com/images/M/MV5BMTQyMjU0MzczNV5BMl5BanBnXkFtZTcwNTQ1NTYyMQ@@._V1_SX300.jpg|6.1|40729|tt0300051|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
176|JFK|1991|R|33592|3 h 26 min|Oliver Stone|Oliver Stone, Zachary Sklar|Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau|http://ia.media-imdb.com/images/M/MV5BMTc0NTczOTY5NF5BMl5BanBnXkFtZTcwMTMzNDIyMQ@@._V1_SX300.jpg|8|83122|tt0102138|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0
177|Jimmy Neutron: Boy Genius|2001|G|37246|1 h 22 min|John A. Davis|John A. Davis, Steve Oedekerk|Debi Derryberry, Rob Paulsen, Megan Cavanagh, Mark DeCarlo|http://ia.media-imdb.com/images/M/MV5BMTk5MTQ0NTM1Nl5BMl5BanBnXkFtZTcwNDkyNjIyMQ@@._V1_SX300.jpg|5.9|14658|tt0268397|1|1|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0
178|Jock the Hero Dog|2011|PG|N/A|1 h 29 min|Duncan MacNeillie|Jim Cox, Duncan MacNeillie|Bryan Adams, Donald Sutherland, Helen Hunt, Ted Danson|http://ia.media-imdb.com/images/M/MV5BMTQ4NzQ4NjU0MV5BMl5BanBnXkFtZTcwOTM2NTk3Nw@@._V1_SX300.jpg|4.2|249|tt1822239|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
179|John Carter|2012|PG-13|40977|2 h 12 min|Andrew Stanton|Andrew Stanton, Mark Andrews|Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton|http://ia.media-imdb.com/images/M/MV5BNjkyOTI5MDA0Ml5BMl5BanBnXkFtZTcwOTU3NzExNw@@._V1_SX300.jpg|6.6|139765|tt0401729|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
180|Jonah Hex|2010|PG-13|40347|1 h 21 min|Jimmy Hayward|Mark Neveldine, Brian Taylor|Josh Brolin, Megan Fox, John Malkovich, Michael Fassbender|http://ia.media-imdb.com/images/M/MV5BMTQ2NzYxNjQyMF5BMl5BanBnXkFtZTcwOTQ0OTI0Mw@@._V1_SX300.jpg|4.6|31986|tt1075747|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1
181|Judy Moody and the Not Bummer Summer|2011|PG|40704|1 h 31 min|John Schultz|Kathy Waugh, Megan McDonald|Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey|http://ia.media-imdb.com/images/M/MV5BMjA4NDc0NzI5OV5BMl5BanBnXkFtZTcwMjc0MDA4NA@@._V1_SX300.jpg|3.7|1502|tt1547230|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
182|Jurassic Park|1993|PG-13|34131|2 h 7 min|Steven Spielberg|Michael Crichton, Michael Crichton|Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough|http://ia.media-imdb.com/images/M/MV5BMjQzODQyMzk2Nl5BMl5BanBnXkFtZTcwNTg4MjQ3OA@@._V1_SX300.jpg|8|311906|tt0107290|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
183|Just Like Heaven|2005|PG-13|38611|1 h 35 min|Mark Waters|Peter Tolan, Leslie Dixon|Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Waters|http://ia.media-imdb.com/images/M/MV5BMTk0Njk2OTY2N15BMl5BanBnXkFtZTcwNTAxNjAzMQ@@._V1_SX300.jpg|6.7|57571|tt0425123|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0
184|K-19: The Widowmaker|2002|PG-13|37456|2 h 18 min|Kathryn Bigelow|Louis Nowra, Christopher Kyle|Harrison Ford, Sam Spruell, Peter Stebbings, Christian Camargo|http://ia.media-imdb.com/images/M/MV5BODM4NDI2NDE1MF5BMl5BanBnXkFtZTYwMjU2OTc5._V1_SX300.jpg|6.5|36223|tt0267626|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|1|0
185|Keane|2004|R|38616|1 h 40 min|Lodge Kerrigan|Lodge Kerrigan|Damian Lewis, Abigail Breslin, Amy Ryan, Liza Colón-Zayas|http://ia.media-imdb.com/images/M/MV5BMTU0NzA5NDIwMV5BMl5BanBnXkFtZTcwOTg2NTYzMQ@@._V1_SX300.jpg|6.9|3769|tt0420291|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0
186|Kill Bill: Vol. 1|2003|R|37904|1 h 51 min|Quentin Tarantino|Quentin Tarantino, Quentin Tarantino|Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen|http://ia.media-imdb.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_SX300.jpg|8.2|439706|tt0266697|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
187|King Kong|2005|PG-13|38700|3 h 7 min|Peter Jackson|Fran Walsh, Philippa Boyens|Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann|http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1_SX300.jpg|7.3|226857|tt0360717|1|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
188|Kingdom of Heaven|2005|R|38478|2 h 24 min|Ridley Scott|William Monahan|Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock|http://ia.media-imdb.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX300.jpg|7.1|144878|tt0320661|1|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
189|Kundun|1997|PG-13|35789|2 h 14 min|Martin Scorsese|Melissa Mathison|Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang|http://ia.media-imdb.com/images/M/MV5BMTcwODQ3MTkxMV5BMl5BanBnXkFtZTcwMTM1NjAyMQ@@._V1_SX300.jpg|6.9|16407|tt0119485|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
190|Kung Fu Panda 2|2011|PG|40689|1 h 31 min|Jennifer Yuh|Jonathan Aibel, Glenn Berger|Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman|http://ia.media-imdb.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg|7.3|98267|tt1302011|1|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
191|L.A. Confidential|1997|R|35692|2 h 18 min|Curtis Hanson|James Ellroy, Brian Helgeland|Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger|http://ia.media-imdb.com/images/M/MV5BMTQ5MTU4MzQ5NF5BMl5BanBnXkFtZTcwMjY1OTM2MQ@@._V1_SX300.jpg|8.4|273858|tt0119488|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
192|Lawrence of Arabia|1962|Approved|23041|3 h 47 min|David Lean|T.E. Lawrence, Robert Bolt|Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins|http://ia.media-imdb.com/images/M/MV5BMzAwMjM4NzA2OV5BMl5BanBnXkFtZTcwMDI0NzAwMQ@@._V1_SX300.jpg|8.4|121383|tt0056172|0|1|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
193|Legend|1985|PG|31520|1 h 54 min|Ridley Scott|William Hjortsberg|Tom Cruise, Mia Sara, Tim Curry, David Bennent|http://ia.media-imdb.com/images/M/MV5BMjA1MzE5OTg3NF5BMl5BanBnXkFtZTcwNjk5ODgyMQ@@._V1_SX300.jpg|6.3|31402|tt0089469|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
194|Letters from Iwo Jima|2006|R|39115|2 h 21 min|Clint Eastwood|Iris Yamashita, Iris Yamashita|Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase|http://ia.media-imdb.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg|7.9|100585|tt0498380|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
195|Life Is Beautiful|1997|PG-13|36203|1 h 58 min|Roberto Benigni, Rod Dean|Vincenzo Cerami, Roberto Benigni|Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano|http://ia.media-imdb.com/images/M/MV5BMTM3NDg0OTkxOV5BMl5BanBnXkFtZTcwMTk2NzIyMQ@@._V1_SX300.jpg|8.5|217255|tt0118799|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|1|0
196|Life of Pi|2012|PG|41234|2 h 7 min|Ang Lee|Yann Martel, David Magee|Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu|http://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg|8.1|205795|tt0454876|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
197|Life's a Jungle: Africa's Most Wanted|2012|G|N/A|N/A|Robert D. Hanna|Jeffrey Lee Hollis, Robert D. Hanna|Robert D. Hanna, Jeffrey Lee Hollis, Melissa Lattari, Alexander Lewis|http://ia.media-imdb.com/images/M/MV5BMjE1NjMxMzE3MV5BMl5BanBnXkFtZTcwNTM5NDg4Nw@@._V1_SX300.jpg|2.5|73|tt2171416|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
